Class Times	75
1	 9:10 AM 10:00 AM MWF
2	10:10 AM 11:30 AM MW
3	11:40 AM  1:00 PM MW
4	 2:10 PM  4:00 PM W
5	12:10 PM  2:00 PM T
6	 2:40 PM  4:00 PM MW
7	 1:10 PM  2:30 PM MW
8	10:10 AM 11:00 AM MWF
9	 2:10 PM  5:30 PM M
10	 1:10 PM  4:00 PM TH
11	 2:10 PM  4:00 PM T
12	 9:55 AM 11:15 AM TTH
13	 7:10 PM 10:00 PM M
14	11:25 AM 12:45 PM TTH
15	 1:10 PM  4:00 PM W
16	12:55 PM  2:15 PM TTH
17	 1:10 PM  2:00 PM MWF
18	 2:25 PM  3:45 PM TTH
19	 8:25 AM  9:45 AM TTH
20	 1:10 PM  4:30 PM TH
21	11:10 AM 12:00 PM MWF
22	 1:40 PM  4:30 PM T
23	 1:55 PM  3:45 PM M
24	 1:10 PM  3:30 PM W
25	 1:10 PM  4:00 PM M
26	 1:10 PM  4:30 PM W
27	 1:10 PM  3:30 PM F
28	12:10 PM  1:00 PM MWF
29	 1:10 PM  2:00 PM M
30	 2:10 PM  5:30 PM T
31	 7:10 PM 10:00 PM T
32	 2:10 PM  4:00 PM M
33	 2:40 PM  4:00 PM F
34	 4:10 PM  6:00 PM M
35	 1:40 PM  4:00 PM TH
36	 1:10 PM  4:00 PM T
37	 7:10 PM  9:30 PM T
38	 7:10 PM  9:00 PM T
39	12:10 PM  2:00 PM W
40	12:10 PM  2:00 PM M
41	12:10 PM  4:00 PM M
42	 2:10 PM  4:00 PM F
43	 1:40 PM  4:00 PM T
44	 2:10 PM  4:00 PM TH
45	 1:10 PM  2:30 PM W
46	 1:10 PM  4:00 PM F
47	 1:10 PM  3:30 PM T
48	 1:10 PM  3:00 PM TH
49	 1:10 PM  2:00 PM T
50	12:10 PM  2:00 PM TH
51	 1:10 PM  3:00 PM T
52	 7:10 PM  8:00 PM T
53	 4:10 PM  5:30 PM TTH
54	 1:10 PM  2:00 PM W
55	10:55 AM 12:45 PM T
56	 7:10 PM  9:00 PM MW
57	 1:10 PM  2:00 PM TH
58	 7:10 PM  8:00 PM TH
59	12:10 PM  1:30 PM MW
60	 6:10 PM  7:00 PM W
61	 5:40 PM  8:00 PM T
62	 1:10 PM  3:00 PM W
63	 3:40 PM  5:30 PM TH
64	11:10 AM 12:00 PM MW
65	 4:10 PM  5:30 PM M
66	12:10 PM  2:00 PM F
67	 1:10 PM  3:00 PM F
68	11:40 AM  1:00 PM M
69	12:10 PM  1:00 PM MW
70	 9:10 AM 12:30 PM T
71	 9:10 AM 12:30 PM TH
72	 4:10 PM  5:30 PM W
73	 1:10 PM  2:30 PM F
74	 4:40 PM  6:00 PM MW
75	 8:10 PM  9:30 PM TTH
Rooms	74
DAL25	20
EHLEC	24
PK336	36
BYC127	26
CARP15	15
TH104	37
TH111	19
PK180	77
PK179	53
CARP25	24
CARP13	8
PK259	47
CARP17	12
PK278	77
PK264	12
EHI	14
TAYF	34
GOB	26
TAYG	32
PK338	64
PK328	18
PK349	59
PK337	16
TAYE	28
PK243	62
PK20	162
PK234	51
DAL1	19
GOHEP	13
CARP21	39
DAL212E	9
RCCON	12
EHIII	13
DAL119	52
PK229	34
PK227	11
EHII	34
PK100	23
TH224	37
DAL300	66
PK10	16
TH118	8
RCSEM	5
PK200	10
PK126	20
TH110	78
TH102	14
BYC106	14
TH129	9
GOCOM	10
DAL10	13
DAL212A	19
TH116	25
DAL6	13
DAL2	25
PK241	8
PK247	5
TAYB	20
BYC100	7
BYC239	14
PK25	46
TAYD	28
DAL315	14
TH223	10
TH251	6
TAYC	22
TAYSEM	5
RODESIGN	7
GOMR	7
ROSTUD	6
PEMSTD	10
PK339	6
CAN205	7
HLL6	1
Classes	318
004356	GERM	000	LANG
010960	ENGL	300	
006054	MATH	300	
007407	PSYC	300	
005731	ITAL	300	
015862	ITAL	200	
008770	SPAN	100	
002161	CHEM	200	
001460	ARCH	300	
001474	ARCH	300	
011865	GEOL	300	
005258	HIST	300	
006580	PHIL	300	
002175	CHEM	300	
002178	CHEM	300	
003525	ENGL	300	
015249	CSTS	100	
016623	ARTT	100	
002875	CSTS	200	
007107	POLS	300	
004010	FREN	000	LANG
002562	CMSC	100	
006060	MATH	300	
016609	PSYC	200	
010851	MATH	200	
015500	EDUC	200	
010842	CMSC	300	
015113	PSYC	100	
006026	MATH	100	
014569	BIOL	100	
004281	GEOL	200	
006851	PHYS	100	
001213	ANTH	300	
008764	SPAN	000	
011962	EDUC	200	
001750	ARTT	200	
016625	ENGL	200	
007375	PSYC	200	
002460	CITY	300	
002470	CITY	300	
004885	HART	300	
004889	HART	300	
001770	ARTW	300	
011306	ARTW	200	
007904	RUSS	200	
013614	ECON	200	
007032	POLS	200	
001843	BIOL	200	
002164	CHEM	200	
013193	BIOL	300	
001899	BIOL	300	
003454	ENGL	200	
005180	HIST	200	
006045	MATH	300	
006862	PHYS	300	
015511	ANTH	300	
001851	BIOL	300	
007111	POLS	300	
001774	ARTW	300	
